SYMBOL,ENSEMBL,ENTREZID
ANP32A,ENSG00000140350,8125
ANP32B,ENSG00000136938,10541
ANP32E,ENSG00000143401,81611
ANPEP,ENSG00000166825,290
ANTKMT,ENSG00000103254,65990
ANTXR1,ENSG00000169604,84168
ANTXR2,ENSG00000163297,118429
ANTXRL,ENSG00000274209,195977
ANXA1,ENSG00000135046,301
ANXA10,ENSG00000109511,11199
ANXA11,ENSG00000122359,311
ANXA13,ENSG00000104537,312
ANXA2,ENSG00000182718,302
ANXA2R,ENSG00000177721,389289
ANXA2R-AS1,ENSG00000215068,153684
ANXA2R-OT1,ENSG00000177738,648987
ANXA3,ENSG00000138772,306
ANXA4,ENSG00000196975,307
ANXA5,ENSG00000164111,308
ANXA6,ENSG00000197043,309
ANXA7,ENSG00000138279,310
ANXA8,ENSG00000265190,653145
ANXA8L1,ENSG00000264230,728113
ANXA9,ENSG00000143412,8416
AOAH,ENSG00000136250,313
AOC1,ENSG00000002726,26
AOC2,ENSG00000131480,314
AOC3,ENSG00000131471,8639
AOPEP,ENSG00000148120,84909
AOX1,ENSG00000138356,316
AOX2P,ENSG00000243478,344454
AP1AR,ENSG00000138660,55435
AP1B1,ENSG00000100280,162
AP1G1,ENSG00000166747,164
AP1G2,ENSG00000213983,8906
AP1G2-AS1,ENSG00000258727,102724814
AP1M1,ENSG00000072958,8907
AP1M2,ENSG00000129354,10053
AP1S1,ENSG00000106367,1174
AP1S2,ENSG00000182287,8905
AP1S3,ENSG00000152056,130340
AP2A1,ENSG00000196961,160
AP2A2,ENSG00000183020,161
AP2B1,ENSG00000006125,163
AP2B1P1,ENSG00000234130,401602
AP2M1,ENSG00000161203,1173
AP2S1,ENSG00000042753,1175
AP3B1,ENSG00000132842,8546
AP3B2,ENSG00000103723,8120
AP3D1,ENSG00000065000,8943
AP3M1,ENSG00000185009,26985
AP3M2,ENSG00000070718,10947
AP3S1,ENSG00000177879,1176
AP3S2,ENSG00000157823,10239
AP4B1,ENSG00000134262,10717
AP4B1-AS1,ENSG00000226167,100287722
AP4E1,ENSG00000081014,23431
AP4M1,ENSG00000221838,9179
AP4S1,ENSG00000100478,11154
AP5B1,ENSG00000254470,91056
AP5M1,ENSG00000053770,55745
AP5S1,ENSG00000125843,55317
AP5Z1,ENSG00000242802,9907
APAF1,ENSG00000120868,317
APBA1,ENSG00000107282,320
APBA2,ENSG00000034053,321
APBA3,ENSG00000011132,9546
APBB1,ENSG00000166313,322
APBB1IP,ENSG00000077420,54518
APBB2,ENSG00000163697,323
APBB3,ENSG00000113108,10307
APC,ENSG00000134982,324
APC2,ENSG00000115266,10297
APCDD1,ENSG00000154856,147495
APCDD1L,ENSG00000198768,164284
APCDD1L-DT,ENSG00000231290,149773
APEH,ENSG00000164062,327
APELA,ENSG00000248329,100506013
APEX1,ENSG00000100823,328
APEX2,ENSG00000169188,27301
APH1A,ENSG00000117362,51107
APH1B,ENSG00000138613,83464
API5,ENSG00000166181,8539
APIP,ENSG00000149089,51074
APLF,ENSG00000169621,200558
APLN,ENSG00000171388,8862
APLNR,ENSG00000134817,187
APLP1,ENSG00000105290,333
APLP2,ENSG00000084234,334
APMAP,ENSG00000101474,57136
APOA1,ENSG00000118137,335
APOA1-AS,ENSG00000235910,104326055
APOB,ENSG00000084674,338
APOBEC2,ENSG00000124701,10930
APOBEC3A,ENSG00000128383,200315
APOBEC3A_B,ENSG00000128383,100913187
APOBEC3B,ENSG00000179750,9582
APOBEC3C,ENSG00000244509,27350
APOBEC3D,ENSG00000243811,140564
APOBEC3F,ENSG00000128394,200316
APOBEC3G,ENSG00000239713,60489
APOBEC3H,ENSG00000100298,164668
APOBEC4,ENSG00000173627,403314
APOBR,ENSG00000184730,55911
APOC1,ENSG00000130208,341
APOD,ENSG00000189058,347
APOE,ENSG00000130203,348
APOF,ENSG00000175336,319
APOL1,ENSG00000100342,8542
APOL2,ENSG00000128335,23780
APOL3,ENSG00000128284,80833
APOL4,ENSG00000100336,80832
APOL6,ENSG00000221963,80830
APOLD1,ENSG00000178878,81575
APOM,ENSG00000204444,55937
APOO,ENSG00000184831,79135
APOOL,ENSG00000155008,139322
APP,ENSG00000142192,351
APP-DT,ENSG00000273492,118568803
APPBP2,ENSG00000062725,10513
APPL1,ENSG00000157500,26060
APPL2,ENSG00000136044,55198
APRG1,ENSG00000198590,339883
APRT,ENSG00000198931,353
APTR,ENSG00000214293,100505854
APTX,ENSG00000137074,54840
AQP1,ENSG00000240583,358
AQP11,ENSG00000178301,282679
AQP2,ENSG00000167580,359
AQP3,ENSG00000165272,360
AQP4,ENSG00000171885,361
AQP4-AS1,ENSG00000260372,147429
AQP5,ENSG00000161798,362
AQP5-AS1,ENSG00000257588,101927318
AQP6,ENSG00000086159,363
AQP7,ENSG00000165269,364
AQP7B,ENSG00000259916,100509620
AQP8,ENSG00000103375,343
AQP9,ENSG00000103569,366
AQR,ENSG00000021776,9716
AR,ENSG00000169083,367
ARAF,ENSG00000078061,369
ARAP1,ENSG00000186635,116985
ARAP1-AS2,ENSG00000245148,100506020
ARAP2,ENSG00000047365,116984
ARAP3,ENSG00000120318,64411
ARB2A,ENSG00000113391,83989
ARC,ENSG00000198576,23237
ARCN1,ENSG00000095139,372
AREG,ENSG00000109321,374
AREL1,ENSG00000119682,9870
ARF1,ENSG00000143761,375
ARF3,ENSG00000134287,377
ARF4,ENSG00000168374,378
ARF4-AS1,ENSG00000272146,106144532
ARF5,ENSG00000004059,381
ARF6,ENSG00000165527,382
ARFGAP1,ENSG00000101199,55738
ARFGAP2,ENSG00000149182,84364
ARFGAP3,ENSG00000242247,26286
ARFGEF1,ENSG00000066777,10565
ARFGEF2,ENSG00000124198,10564
ARFGEF3,ENSG00000112379,57221
ARFIP1,ENSG00000164144,27236
ARFIP2,ENSG00000132254,23647
ARFRP1,ENSG00000101246,10139
ARG1,ENSG00000118520,383
ARG2,ENSG00000081181,384
ARGLU1,ENSG00000134884,55082
ARGLU1-DT,ENSG00000272274,283483
ARHGAP1,ENSG00000175220,392
ARHGAP10,ENSG00000071205,79658
ARHGAP11A,ENSG00000198826,9824
ARHGAP11B,ENSG00000285077,89839
ARHGAP12,ENSG00000165322,94134
ARHGAP15,ENSG00000075884,55843
ARHGAP17,ENSG00000140750,55114
ARHGAP18,ENSG00000146376,93663
ARHGAP19,ENSG00000213390,84986
ARHGAP20,ENSG00000137727,57569
ARHGAP21,ENSG00000107863,57584
ARHGAP22,ENSG00000128805,58504
ARHGAP23,ENSG00000275832,57636
ARHGAP24,ENSG00000138639,83478
ARHGAP25,ENSG00000163219,9938
ARHGAP26,ENSG00000145819,23092
ARHGAP27,ENSG00000159314,201176
ARHGAP27P1-BPTFP1-KPNA2P3,ENSG00000215769,109286553
ARHGAP28,ENSG00000088756,79822
ARHGAP29,ENSG00000137962,9411
ARHGAP29-AS1,ENSG00000226835,107985092
ARHGAP30,ENSG00000186517,257106
ARHGAP31,ENSG00000031081,57514
ARHGAP31-AS1,ENSG00000241155,100874246
ARHGAP32,ENSG00000134909,9743
ARHGAP33,ENSG00000004777,115703
ARHGAP35,ENSG00000160007,2909
ARHGAP36,ENSG00000147256,158763
ARHGAP39,ENSG00000147799,80728
ARHGAP4,ENSG00000089820,393
ARHGAP40,ENSG00000124143,343578
ARHGAP42,ENSG00000165895,143872
ARHGAP42-AS1,ENSG00000248027,100128386
ARHGAP44,ENSG00000006740,9912
ARHGAP45,ENSG00000180448,23526
ARHGAP5,ENSG00000100852,394
ARHGAP6,ENSG00000047648,395
ARHGAP8,ENSG00000241484,23779
ARHGAP9,ENSG00000123329,64333
ARHGDIA,ENSG00000141522,396
ARHGDIB,ENSG00000111348,397
ARHGDIG,ENSG00000242173,398
ARHGEF1,ENSG00000076928,9138
ARHGEF10,ENSG00000104728,9639
ARHGEF10L,ENSG00000074964,55160
ARHGEF11,ENSG00000132694,9826
ARHGEF12,ENSG00000196914,23365
ARHGEF15,ENSG00000198844,22899
ARHGEF16,ENSG00000130762,27237
ARHGEF17,ENSG00000110237,9828
ARHGEF17-AS1,ENSG00000257038,100287837
ARHGEF18,ENSG00000104880,23370
ARHGEF19,ENSG00000142632,128272
ARHGEF2,ENSG00000116584,9181
ARHGEF2-AS1,ENSG00000224276,107985210
ARHGEF2-AS2,ENSG00000273002,107985209
ARHGEF25,ENSG00000240771,115557
ARHGEF26,ENSG00000114790,26084
ARHGEF26-AS1,ENSG00000243069,100507524
ARHGEF28,ENSG00000214944,64283
ARHGEF3,ENSG00000163947,50650
ARHGEF33,ENSG00000214694,100271715
ARHGEF35,ENSG00000213214,445328
ARHGEF37,ENSG00000183111,389337
ARHGEF38,ENSG00000236699,54848
ARHGEF38-IT1,ENSG00000249885,100874374
ARHGEF39,ENSG00000137135,84904
ARHGEF4,ENSG00000136002,50649
ARHGEF4-AS1,ENSG00000233221,121853076
ARHGEF40,ENSG00000165801,55701
ARHGEF5,ENSG00000050327,7984
ARHGEF6,ENSG00000129675,9459
ARHGEF7,ENSG00000102606,8874
ARHGEF9,ENSG00000131089,23229
ARID1A,ENSG00000117713,8289
ARID1B,ENSG00000049618,57492
ARID2,ENSG00000189079,196528
ARID3A,ENSG00000116017,1820
ARID3B,ENSG00000179361,10620
ARID3C,ENSG00000205143,138715
ARID4A,ENSG00000032219,5926
ARID4B,ENSG00000054267,51742
ARID5A,ENSG00000196843,10865
ARID5B,ENSG00000150347,84159
ARIH1,ENSG00000166233,25820
ARIH2,ENSG00000177479,10425
ARK2C,ENSG00000141622,494470
ARK2N,ENSG00000152242,147339
ARL1,ENSG00000120805,400
ARL10,ENSG00000175414,285598
ARL11,ENSG00000152213,115761
ARL13A,ENSG00000174225,392509
ARL13B,ENSG00000169379,200894
ARL14,ENSG00000179674,80117
ARL14EP,ENSG00000152219,120534
ARL15,ENSG00000185305,54622
ARL16,ENSG00000214087,339231
ARL17A,ENSG00000228696,51326
ARL17B,ENSG00000228696,100506084
ARL2,ENSG00000213465,402
ARL2BP,ENSG00000102931,23568
ARL3,ENSG00000138175,403
ARL4A,ENSG00000122644,10124
ARL4C,ENSG00000188042,10123
ARL4D,ENSG00000175906,379
ARL5A,ENSG00000162980,26225
ARL5B,ENSG00000165997,221079
ARL6,ENSG00000113966,84100
ARL6IP1,ENSG00000170540,23204
ARL6IP4,ENSG00000182196,51329
ARL6IP5,ENSG00000144746,10550
ARL6IP6,ENSG00000177917,151188
ARL8A,ENSG00000143862,127829
ARL8B,ENSG00000134108,55207
ARL9,ENSG00000196503,132946
ARMC1,ENSG00000104442,55156
ARMC10,ENSG00000170632,83787
ARMC12,ENSG00000157343,221481
ARMC2,ENSG00000118690,84071
ARMC3,ENSG00000165309,219681
ARMC5,ENSG00000140691,79798
ARMC6,ENSG00000105676,93436
ARMC7,ENSG00000125449,79637
ARMC8,ENSG00000114098,25852
ARMC9,ENSG00000135931,80210
ARMCX1,ENSG00000126947,51309
ARMCX2,ENSG00000184867,9823
ARMCX3,ENSG00000102401,51566
ARMCX4,ENSG00000196440,100131755
ARMCX5,ENSG00000125962,64860
ARMCX5-GPRASP2,ENSG00000158301,100528062
ARMCX6,ENSG00000198960,54470
ARMH1,ENSG00000198520,339541
ARMH3,ENSG00000120029,79591
ARMH4,ENSG00000139971,145407
ARMT1,ENSG00000146476,79624
ARNT,ENSG00000143437,405
ARNT2,ENSG00000172379,9915
ARNT2-DT,ENSG00000259495,101929560
ARPC1A,ENSG00000241685,10552
ARPC1B,ENSG00000130429,10095
ARPC2,ENSG00000163466,10109
ARPC3,ENSG00000111229,10094
ARPC4,ENSG00000241553,10093
ARPC5,ENSG00000162704,10092
ARPC5L,ENSG00000136950,81873
ARPIN,ENSG00000242498,348110
ARPP19,ENSG00000128989,10776
ARPP21,ENSG00000172995,10777
ARR3,ENSG00000120500,407
ARRB1,ENSG00000137486,408
ARRB2,ENSG00000141480,409
ARRDC1,ENSG00000197070,92714
ARRDC1-AS1,ENSG00000203993,85026
ARRDC2,ENSG00000105643,27106
ARRDC3,ENSG00000113369,57561
ARRDC3-AS1,ENSG00000281357,100129716
ARRDC4,ENSG00000140450,91947
ARRDC5,ENSG00000205784,645432
ARSA,ENSG00000100299,410
ARSB,ENSG00000113273,411
ARSD,ENSG00000006756,414
ARSF,ENSG00000062096,416
ARSG,ENSG00000141337,22901
ARSH,ENSG00000205667,347527
ARSI,ENSG00000183876,340075
ARSJ,ENSG00000180801,79642
ARSK,ENSG00000164291,153642
ARSL,ENSG00000157399,415
ART3,ENSG00000156219,419
ART4,ENSG00000111339,420
ART5,ENSG00000167311,116969
ARTN,ENSG00000117407,9048
ARV1,ENSG00000173409,64801
ARVCF,ENSG00000099889,421
ARX,ENSG00000004848,170302
ASAH1,ENSG00000104763,427
ASAH1-AS1,ENSG00000245281,101929066
ASAH2,ENSG00000188611,56624
ASAH2B,ENSG00000204147,653308
ASAP1,ENSG00000153317,50807
ASAP1-IT2,ENSG00000280543,100507117
ASAP2,ENSG00000151693,8853
ASAP3,ENSG00000088280,55616
ASB1,ENSG00000065802,51665
ASB12,ENSG00000198881,142689
ASB13,ENSG00000196372,79754
ASB14,ENSG00000239388,142686
ASB15,ENSG00000146809,142685
ASB16,ENSG00000161664,92591
ASB16-AS1,ENSG00000267080,339201
ASB2,ENSG00000100628,51676
ASB3,ENSG00000115239,51130
ASB4,ENSG00000005981,51666
ASB6,ENSG00000148331,140459
ASB7,ENSG00000183475,140460
ASB8,ENSG00000177981,140461
ASB9,ENSG00000102048,140462
ASCC1,ENSG00000138303,51008
ASCC2,ENSG00000100325,84164
ASCC3,ENSG00000112249,10973
ASCL1,ENSG00000139352,429
ASCL2,ENSG00000183734,430
ASCL4,ENSG00000187855,121549
ASCL5,ENSG00000232237,647219
ASF1A,ENSG00000111875,25842
ASF1B,ENSG00000105011,55723
ASGR1,ENSG00000141505,432
ASGR2,ENSG00000161944,433
ASH1L,ENSG00000116539,55870
ASH1L-AS1,ENSG00000235919,645676
ASH2L,ENSG00000129691,9070
ASIC1,ENSG00000110881,41
ASIC2,ENSG00000108684,40
ASIC3,ENSG00000213199,9311
ASIC4,ENSG00000072182,55515
ASIP,ENSG00000101440,434
ASL,ENSG00000126522,435
ASMER1,ENSG00000281903,107987295
ASMT,ENSG00000196433,438
ASMTL,ENSG00000169093,8623
ASNS,ENSG00000070669,440
ASNSD1,ENSG00000138381,54529
ASNSP3,ENSG00000236554,100423061
ASPA,ENSG00000108381,443
ASPDH,ENSG00000204653,554235
ASPG,ENSG00000166183,374569
ASPH,ENSG00000198363,444
ASPHD1,ENSG00000174939,253982
ASPHD2,ENSG00000128203,57168
ASPM,ENSG00000066279,259266
ASPN,ENSG00000106819,54829
ASPRV1,ENSG00000244617,151516
ASPSCR1,ENSG00000169696,79058
ASRGL1,ENSG00000162174,80150
ASS1,ENSG00000130707,445
ASS1P1,ENSG00000220517,442167
ASS1P2,ENSG00000223922,447
ASTE1,ENSG00000034533,28990
ASTILCS,ENSG00000244998,105375790
ASTL,ENSG00000188886,431705
ASTN1,ENSG00000152092,460
ASTN2,ENSG00000148219,23245
ASXL1,ENSG00000171456,171023
ASXL2,ENSG00000143970,55252
ASXL3,ENSG00000141431,80816
ATAD1,ENSG00000138138,84896
ATAD2,ENSG00000156802,29028
ATAD2B,ENSG00000119778,54454
ATAD3A,ENSG00000197785,55210
ATAD3B,ENSG00000160072,83858
ATAD3C,ENSG00000215915,219293
ATAD5,ENSG00000176208,79915
ATAT1,ENSG00000137343,79969
ATE1,ENSG00000107669,11101
ATF1,ENSG00000123268,466
ATF2,ENSG00000115966,1386
ATF3,ENSG00000162772,467
ATF4,ENSG00000128272,468
ATF5,ENSG00000169136,22809
ATF6,ENSG00000118217,22926
ATF6B,ENSG00000213676,1388
ATF7,ENSG00000170653,11016
ATF7-NPFF,ENSG00000267281,114108587
ATF7IP,ENSG00000171681,55729
ATF7IP2,ENSG00000166669,80063
ATG10,ENSG00000152348,83734
ATG101,ENSG00000123395,60673
ATG12,ENSG00000145782,9140
ATG13,ENSG00000175224,9776
ATG14,ENSG00000126775,22863
ATG16L1,ENSG00000085978,55054
ATG16L2,ENSG00000168010,89849
ATG2A,ENSG00000110046,23130
ATG2B,ENSG00000066739,55102
ATG3,ENSG00000144848,64422
ATG4A,ENSG00000101844,115201
ATG4B,ENSG00000168397,23192
ATG4C,ENSG00000125703,84938
ATG4D,ENSG00000130734,84971
ATG5,ENSG00000057663,9474
ATG7,ENSG00000197548,10533
ATG9A,ENSG00000198925,79065
ATG9B,ENSG00000181652,285973
ATIC,ENSG00000138363,471
ATL1,ENSG00000198513,51062
ATL2,ENSG00000119787,64225
ATL3,ENSG00000184743,25923
ATM,ENSG00000149311,472
ATMIN,ENSG00000166454,23300
ATN1,ENSG00000111676,1822
ATOH7,ENSG00000179774,220202
ATOH8,ENSG00000168874,84913
ATOSA,ENSG00000047346,56204
ATOSB,ENSG00000005238,80256
ATOX1,ENSG00000177556,475
ATP10A,ENSG00000206190,57194
ATP10B,ENSG00000118322,23120
ATP10D,ENSG00000145246,57205
ATP11A,ENSG00000068650,23250
ATP11B,ENSG00000058063,23200
ATP11C,ENSG00000101974,286410
ATP12A,ENSG00000075673,479
ATP13A1,ENSG00000105726,57130
ATP13A2,ENSG00000159363,23400
ATP13A3,ENSG00000133657,79572
ATP13A4,ENSG00000127249,84239
ATP13A5,ENSG00000187527,344905
ATP1A1,ENSG00000163399,476
ATP1A1-AS1,ENSG00000203865,84852
ATP1A2,ENSG00000018625,477
ATP1A3,ENSG00000105409,478
ATP1A4,ENSG00000132681,480
ATP1B1,ENSG00000143153,481
ATP1B2,ENSG00000129244,482
ATP1B3,ENSG00000069849,483
ATP23,ENSG00000166896,91419
ATP2A1,ENSG00000196296,487
ATP2A1-AS1,ENSG00000260442,100289092
ATP2A2,ENSG00000174437,488
ATP2A3,ENSG00000074370,489
ATP2B1,ENSG00000070961,490
ATP2B1-AS1,ENSG00000271614,338758
ATP2B2,ENSG00000157087,491
ATP2B3,ENSG00000067842,492
ATP2B4,ENSG00000058668,493
ATP2C1,ENSG00000017260,27032
ATP2C2,ENSG00000064270,9914
ATP2C2-AS1,ENSG00000261286,105371374
ATP5F1A,ENSG00000152234,498
ATP5F1B,ENSG00000110955,506
ATP5F1C,ENSG00000165629,509
ATP5F1D,ENSG00000099624,513
ATP5F1E,ENSG00000124172,514
ATP5IF1,ENSG00000130770,93974
ATP5MC1,ENSG00000159199,516
ATP5MC2,ENSG00000135390,517
ATP5MC3,ENSG00000154518,518
ATP5ME,ENSG00000169020,521
ATP5MF,ENSG00000241468,9551
ATP5MG,ENSG00000167283,10632
ATP5MJ,ENSG00000156411,9556
ATP5MK,ENSG00000173915,84833
ATP5PB,ENSG00000116459,515
ATP5PD,ENSG00000167863,10476
ATP5PF,ENSG00000154723,522
ATP5PO,ENSG00000241837,539
ATP6,ENSG00000198899,4508
ATP6AP1,ENSG00000071553,537
ATP6AP1-DT,ENSG00000197180,158960
ATP6AP2,ENSG00000182220,10159
ATP6V0A1,ENSG00000033627,535
ATP6V0A2,ENSG00000185344,23545
ATP6V0A4,ENSG00000105929,50617
ATP6V0B,ENSG00000117410,533
ATP6V0C,ENSG00000185883,527
ATP6V0D1,ENSG00000159720,9114
ATP6V0D1-DT,ENSG00000270049,101927837
ATP6V0D2,ENSG00000147614,245972
ATP6V0E1,ENSG00000113732,8992
ATP6V0E2,ENSG00000171130,155066
ATP6V0E2-AS1,ENSG00000204934,401431
ATP6V1A,ENSG00000114573,523
ATP6V1B1,ENSG00000116039,525
ATP6V1B2,ENSG00000147416,526
ATP6V1C1,ENSG00000155097,528
ATP6V1C2,ENSG00000143882,245973
ATP6V1D,ENSG00000100554,51382
ATP6V1E1,ENSG00000131100,529
ATP6V1E2,ENSG00000250565,90423
ATP6V1F,ENSG00000128524,9296
ATP6V1G1,ENSG00000136888,9550
ATP6V1G2,ENSG00000213760,534
ATP6V1H,ENSG00000047249,51606
ATP7A,ENSG00000165240,538
ATP7B,ENSG00000123191,540
ATP8,ENSG00000228253,4509
ATP8A1,ENSG00000124406,10396
ATP8A2,ENSG00000132932,51761
ATP8B1,ENSG00000081923,5205
ATP8B1-AS1,ENSG00000267040,100505549
ATP8B2,ENSG00000143515,57198
ATP8B3,ENSG00000130270,148229
ATP8B4,ENSG00000104043,79895
ATP9A,ENSG00000054793,10079
ATP9B,ENSG00000166377,374868
ATPAF1,ENSG00000123472,64756
ATPAF2,ENSG00000171953,91647
ATPSCKMT,ENSG00000150756,134145
ATR,ENSG00000175054,545
ATRAID,ENSG00000138085,51374
ATRIP,ENSG00000164053,84126
ATRIP-TREX1,ENSG00000164053,111822955
ATRN,ENSG00000088812,8455
ATRNL1,ENSG00000107518,26033
ATRX,ENSG00000085224,546
ATXN1,ENSG00000124788,6310
ATXN10,ENSG00000130638,25814
ATXN1L,ENSG00000224470,342371
ATXN2,ENSG00000204842,6311
ATXN2-AS,ENSG00000258099,102723619
ATXN2L,ENSG00000168488,11273
ATXN3,ENSG00000066427,4287
ATXN7,ENSG00000163635,6314
ATXN7L1,ENSG00000146776,222255
ATXN7L2,ENSG00000162650,127002
ATXN7L3,ENSG00000087152,56970
ATXN7L3-AS1,ENSG00000260793,101926967
ATXN7L3B,ENSG00000253719,552889
AUH,ENSG00000148090,549
AUNIP,ENSG00000127423,79000
AUP1,ENSG00000115307,550
AURKA,ENSG00000087586,6790
AURKAIP1,ENSG00000175756,54998
AURKB,ENSG00000178999,9212
AURKC,ENSG00000105146,6795
AUTS2,ENSG00000158321,26053
AVEN,ENSG00000169857,57099
AVIL,ENSG00000135407,10677
AVL9,ENSG00000105778,23080
AVPI1,ENSG00000119986,60370
AVPR1A,ENSG00000166148,552
AVPR2,ENSG00000126895,554
AWAT2,ENSG00000147160,158835
AXDND1,ENSG00000162779,126859
AXIN1,ENSG00000103126,8312
AXIN2,ENSG00000168646,8313
AXL,ENSG00000167601,558
AZGP1,ENSG00000160862,563
AZGP1P2,ENSG00000214252,401393
AZI2,ENSG00000163512,64343
AZIN1,ENSG00000155096,51582
AZIN2,ENSG00000142920,113451
AZU1,ENSG00000172232,566
B2M,ENSG00000166710,567
B3GALNT1,ENSG00000169255,8706
B3GALNT2,ENSG00000162885,148789
B3GALT1,ENSG00000172318,8708
B3GALT2,ENSG00000162630,8707
B3GALT4,ENSG00000235863,8705
B3GALT5,ENSG00000183778,10317
B3GALT6,ENSG00000176022,126792
B3GALT9,ENSG00000214654,100288842
B3GAT1,ENSG00000109956,27087
B3GAT1-DT,ENSG00000255545,283177
B3GAT2,ENSG00000112309,135152
B3GAT3,ENSG00000149541,26229
B3GLCT,ENSG00000187676,145173
B3GNT2,ENSG00000170340,10678
B3GNT3,ENSG00000179913,10331
B3GNT4,ENSG00000176383,79369
B3GNT5,ENSG00000176597,84002
B3GNT7,ENSG00000156966,93010
B3GNT8,ENSG00000177191,374907
B3GNT9,ENSG00000237172,84752
B3GNTL1,ENSG00000175711,146712
B4GALNT1,ENSG00000135454,2583
B4GALNT2,ENSG00000167080,124872
B4GALNT3,ENSG00000139044,283358
B4GALNT4,ENSG00000182272,338707
B4GALT1,ENSG00000086062,2683
B4GALT2,ENSG00000117411,8704
B4GALT3,ENSG00000158850,8703
B4GALT4,ENSG00000121578,8702
B4GALT5,ENSG00000158470,9334
B4GALT6,ENSG00000118276,9331
B4GALT7,ENSG00000027847,11285
B4GAT1,ENSG00000174684,11041
B4GAT1-DT,ENSG00000255468,102724064
B9D1,ENSG00000108641,27077
B9D2,ENSG00000123810,80776
BAALC,ENSG00000164929,79870
BAAT,ENSG00000136881,570
BABAM1,ENSG00000105393,29086
BABAM2,ENSG00000158019,9577
BACC1,ENSG00000258315,124944
BACE1,ENSG00000186318,23621
BACE2,ENSG00000182240,25825
BACH1,ENSG00000156273,571
BACH2,ENSG00000112182,60468
BAD,ENSG00000002330,572
BAG1,ENSG00000107262,573
BAG2,ENSG00000112208,9532
BAG3,ENSG00000151929,9531
BAG4,ENSG00000156735,9530
BAG5,ENSG00000166170,9529
BAG6,ENSG00000204463,7917
BAHCC1,ENSG00000266074,57597
BAHD1,ENSG00000140320,22893
BAIAP2,ENSG00000175866,10458
BAIAP2-DT,ENSG00000226137,440465
BAIAP2L1,ENSG00000006453,55971
BAIAP2L2,ENSG00000128298,80115
BAIAP3,ENSG00000007516,8938
BAK1,ENSG00000030110,578
BAMBI,ENSG00000095739,25805
BANF1,ENSG00000175334,8815
BANK1,ENSG00000153064,55024
BANP,ENSG00000172530,54971
BAP1,ENSG00000163930,8314
BARD1,ENSG00000138376,580
BARX1,ENSG00000131668,56033
BARX2,ENSG00000043039,8538
BASP1,ENSG00000176788,10409
BASP1-AS1,ENSG00000215196,285696
BATF,ENSG00000156127,10538
BATF2,ENSG00000168062,116071
BATF3,ENSG00000123685,55509
BAX,ENSG00000087088,581
BAZ1A,ENSG00000198604,11177
BAZ1A-AS1,ENSG00000258738,112268124
BAZ1B,ENSG00000009954,9031
BAZ2A,ENSG00000076108,11176
BAZ2B,ENSG00000123636,29994
BAZ2B-AS1,ENSG00000224152,643072
BBC3,ENSG00000105327,27113
BBIP1,ENSG00000214413,92482
BBIP1P1,ENSG00000271532,105373509
BBLN,ENSG00000171159,79095
BBOF1,ENSG00000119636,80127
BBOX1,ENSG00000129151,8424
BBOX1-AS1,ENSG00000254560,103695435
BBS1,ENSG00000174483,582
BBS10,ENSG00000179941,79738
BBS12,ENSG00000181004,166379
BBS2,ENSG00000125124,583
BBS4,ENSG00000140463,585
BBS5,ENSG00000163093,129880
BBS7,ENSG00000138686,55212
BBS9,ENSG00000122507,27241
BBX,ENSG00000114439,56987
BCAM,ENSG00000187244,4059
BCAN,ENSG00000132692,63827
BCAP29,ENSG00000075790,55973
BCAP31,ENSG00000185825,10134
BCAR1,ENSG00000050820,9564
BCAR3,ENSG00000137936,8412
BCAR4,ENSG00000262117,400500
BCAS1,ENSG00000064787,8537
BCAS2,ENSG00000116752,10286
BCAS3,ENSG00000141376,54828
BCAS4,ENSG00000124243,55653
BCAT1,ENSG00000060982,586
BCAT2,ENSG00000105552,587
BCCIP,ENSG00000107949,56647
BCDIN3D,ENSG00000186666,144233
BCDIN3D-AS1,ENSG00000258057,100286844
BCHE,ENSG00000114200,590
BCKDHA,ENSG00000248098,593
BCKDHB,ENSG00000083123,594
BCKDK,ENSG00000103507,10295
BCL10,ENSG00000142867,8915
BCL11A,ENSG00000119866,53335
BCL11B,ENSG00000127152,64919
BCL2,ENSG00000171791,596
BCL2A1,ENSG00000140379,597
BCL2L1,ENSG00000171552,598
BCL2L10,ENSG00000137875,10017
BCL2L11,ENSG00000153094,10018
BCL2L12,ENSG00000126453,83596
BCL2L13,ENSG00000099968,23786
BCL2L14,ENSG00000121380,79370
BCL2L15,ENSG00000188761,440603
BCL2L2,ENSG00000129473,599
BCL2L2-PABPN1,ENSG00000258643,100529063
BCL3,ENSG00000069399,602
BCL6,ENSG00000113916,604
BCL6-AS1,ENSG00000285938,122526776
BCL6B,ENSG00000161940,255877
BCL7A,ENSG00000110987,605
BCL7B,ENSG00000106635,9275
BCL7C,ENSG00000099385,9274
BCL9,ENSG00000116128,607
BCL9L,ENSG00000186174,283149
BCLAF1,ENSG00000029363,9774
BCLAF1P2,ENSG00000279800,731605
BCLAF3,ENSG00000173681,256643
BCO1,ENSG00000135697,53630
BCO2,ENSG00000197580,83875
BCOR,ENSG00000183337,54880
BCORL1,ENSG00000085185,63035
BCR,ENSG00000186716,613
BCS1L,ENSG00000074582,617
BCYRN1,ENSG00000236824,618
BDH1,ENSG00000161267,622
BDH2,ENSG00000164039,56898
BDKRB1,ENSG00000100739,623
BDKRB2,ENSG00000168398,624
BDNF,ENSG00000176697,627
